Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Month Name,Year
BS0000477,06-10-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.49566,Daylight,Kensington and Chelsea,Other object on road,-0.173766,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:36:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),October,2021
BS0000478,06-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.515849,Daylight,Kensington and Chelsea,None,-0.217639,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:45:00,Urban,Fine no high winds,Car,October,2021
BS0000479,29-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.522078,Daylight,Westminster,None,-0.201539,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:20:00,Urban,Fine no high winds,Car,September,2021
BS0000480,12-10-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.493335,Darkness - lights lit,Kensington and Chelsea,None,-0.168817,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 00:16:00,Urban,Fine no high winds,Car,October,2021
BS0000481,09-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506866,Daylight,Kensington and Chelsea,None,-0.206462,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:23:00,Urban,Fine no high winds,Car,October,2021
BS0000482,09-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.49293,Daylight,Kensington and Chelsea,None,-0.165952,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 17:00:00,Urban,Raining no high winds,Car,October,2021
BS0000483,01-10-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.509374,Daylight,Kensington and Chelsea,None,-0.194114,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:00:00,Urban,Fine no high winds,Car,October,2021
BS0000484,27-09-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.484195,Daylight,Kensington and Chelsea,None,-0.159389,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:15:00,Urban,Fine no high winds,Motorcycle over 500cc,September,2021
BS0000485,10-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.485178,Daylight,Kensington and Chelsea,None,-0.187868,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:20:00,Urban,Fine no high winds,Car,October,2021
BS0000486,04-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.49105,Daylight,Kensington and Chelsea,None,-0.160698,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:50:00,Urban,Fine no high winds,Car,October,2021
BS0000487,01-10-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518024,Daylight,Kensington and Chelsea,None,-0.206888,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:50:00,Urban,Fine no high winds,Car,October,2021
BS0000488,12-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.506097,Daylight,Kensington and Chelsea,None,-0.209086,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:50:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,October,2021
BS0000489,09-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495355,Daylight,Kensington and Chelsea,None,-0.177236,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:35:00,Urban,Fine no high winds,Car,October,2021
BS0000490,04-10-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.495658,Daylight,Kensington and Chelsea,None,-0.173622,2,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 14:50:00,Urban,Fine no high winds,Car,October,2021
BS0000491,12-10-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.481908,Darkness - lights lit,Kensington and Chelsea,None,-0.174172,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:00:00,Urban,Fine no high winds,Car,October,2021
BS0000492,08-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.49868,Daylight,Kensington and Chelsea,None,-0.165577,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:45:00,Urban,Fine no high winds,Car,October,2021
BS0000493,12-10-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494696,Daylight,Kensington and Chelsea,None,-0.192821,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:40:00,Urban,Fine no high winds,Car,October,2021
BS0000494,13-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.498826,Darkness - lights lit,Kensington and Chelsea,None,-0.19237,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:59:00,Urban,Fine no high winds,Car,October,2021
BS0000495,09-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.499024,Daylight,Kensington and Chelsea,None,-0.164555,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:50:00,Urban,Fine no high winds,Car,October,2021
BS0000496,27-09-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497372,Daylight,Kensington and Chelsea,None,-0.156697,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:20:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),September,2021
BS0000497,13-10-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.49806,Daylight,Kensington and Chelsea,None,-0.166178,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:30:00,Urban,Fine no high winds,Car,October,2021
BS0000498,13-10-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.481575,Daylight,Kensington and Chelsea,None,-0.181674,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:45:00,Urban,Fine no high winds,Car,October,2021
BS0000499,12-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.486213,Darkness - lights lit,Kensington and Chelsea,None,-0.173423,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:00:00,Urban,Fine no high winds,Car,October,2021
BS0000500,15-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.495501,Daylight,Kensington and Chelsea,None,-0.175069,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:09:00,Urban,Fine no high winds,Car,October,2021
BS0000501,18-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.490991,Daylight,Kensington and Chelsea,None,-0.197433,1,2,Metropolitan Police,Dry,One way street,30,31-12-1899 13:23:00,Urban,Fine no high winds,Car,October,2021
BS0000502,17-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.498584,Darkness - lights lit,Kensington and Chelsea,None,-0.200015,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 22:10:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,October,2021
BS0000503,19-10-2021,Monday,Give way or uncontrolled,Roundabout,Serious,51.523977,Darkness - lights lit,Kensington and Chelsea,None,-0.214006,1,2,Metropolitan Police,Dry,Roundabout,30,31-12-1899 20:01:00,Urban,Fine no high winds,Car,October,2021
BS0000504,09-10-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.494682,Daylight,Kensington and Chelsea,None,-0.186051,1,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:20:00,Urban,Fine no high winds,Car,October,2021
BS0000505,19-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492589,Darkness - lights lit,Kensington and Chelsea,None,-0.178643,1,3,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 18:40:00,Urban,Fine no high winds,Car,October,2021
BS0000506,31-08-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.524001,Daylight,Kensington and Chelsea,None,-0.215591,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Car,August,2021
BS0000507,20-10-2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.518348,Darkness - lights lit,Kensington and Chelsea,None,-0.216388,2,2,Metropolitan Police,Dry,Roundabout,30,31-12-1899 00:04:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,October,2021
BS0000508,20-10-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493004,Darkness - lights lit,Kensington and Chelsea,None,-0.176465,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:27:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,October,2021
BS0000509,13-10-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521375,Daylight,Kensington and Chelsea,None,-0.202576,1,2,Metropolitan Police,Dry,Dual carriageway,40,31-12-1899 15:00:00,Urban,Fine no high winds,Motorcycle over 500cc,October,2021
BS0000510,25-09-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495301,Daylight,Kensington and Chelsea,None,-0.191212,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 15:45:00,Urban,Fine no high winds,Car,September,2021
BS0000511,22-10-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.49999,Darkness - lights lit,Westminster,None,-0.174602,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 21:05:00,Urban,Other,Car,October,2021
BS0000512,23-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.522888,Darkness - lights lit,Kensington and Chelsea,None,-0.213328,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:00:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,October,2021
BS0000513,24-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.483071,Daylight,Kensington and Chelsea,None,-0.185359,3,4,Metropolitan Police,Dry,One way street,30,31-12-1899 14:15:00,Urban,Fine no high winds,Car,October,2021
BS0000514,16-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.491,Daylight,Kensington and Chelsea,None,-0.163292,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:50:00,Urban,Fine no high winds,Car,October,2021
BS0000515,23-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.49105,Daylight,Kensington and Chelsea,None,-0.160698,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:10:00,Urban,Fine no high winds,Car,October,2021
BS0000516,21-10-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.495658,Darkness - lights lit,Kensington and Chelsea,None,-0.173622,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 20:30:00,Urban,Fine no high winds,Car,October,2021
BS0000517,16-10-2021,Friday,Give way or uncontrolled,Private drive or entrance,Slight,51.487369,Daylight,Kensington and Chelsea,None,-0.195848,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:25:00,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,October,2021
BS0000518,04-10-2021,Sunday,Auto traffic signal,T or staggered junction,Serious,51.507804,Daylight,Kensington and Chelsea,None,-0.20311,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 16:30:00,Urban,Fine no high winds,Car,October,2021
BS0000519,13-10-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493109,Daylight,Kensington and Chelsea,None,-0.183232,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:00:00,Urban,Fine no high winds,Car,October,2021
BS0000520,13-10-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.496515,Daylight,Kensington and Chelsea,None,-0.205859,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:45:00,Urban,Fine no high winds,Car,October,2021
BS0000521,05-06-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522278,Daylight,Kensington and Chelsea,None,-0.202829,1,9,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:40:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,June,2021
BS0000522,21-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.489313,Daylight,Kensington and Chelsea,None,-0.181942,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:55:00,Urban,Fine no high winds,Car,October,2021
BS0000523,26-10-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.489858,Darkness - lights lit,Kensington and Chelsea,None,-0.188115,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:35:00,Urban,Fine no high winds,Car,October,2021
BS0000524,28-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.488958,Daylight,Kensington and Chelsea,None,-0.164959,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:43:00,Urban,Fine no high winds,Car,October,2021
BS0000525,30-10-2021,Friday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.494593,Daylight,Kensington and Chelsea,None,-0.168767,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:40:00,Urban,Fine no high winds,Car,October,2021
BS0000526,30-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.497106,Daylight,Kensington and Chelsea,None,-0.19748,1,2,Metropolitan Police,Dry,One way street,30,31-12-1899 08:00:00,Urban,Fine no high winds,Car,October,2021
BS0000527,01-11-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.499011,Daylight,Kensington and Chelsea,None,-0.198558,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:21:00,Urban,Fine + high winds,Car,November,2021
BS0000528,28-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.506185,Darkness - lights lit,Kensington and Chelsea,None,-0.208938,1,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:00:00,Urban,Fine no high winds,Car,October,2021
BS0000529,28-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.48885,Darkness - lights lit,Kensington and Chelsea,None,-0.175335,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:00:00,Urban,Fine no high winds,Car,October,2021
BS0000530,21-10-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503127,Daylight,Kensington and Chelsea,None,-0.214822,2,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:20:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,October,2021
BS0000531,28-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499355,Daylight,Kensington and Chelsea,None,-0.197535,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:44:00,Urban,Fine no high winds,Car,October,2021
BS0000532,20-10-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514609,Daylight,Kensington and Chelsea,None,-0.195348,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:15:00,Urban,Fine no high winds,Car,October,2021
BS0000533,29-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.522162,Daylight,Kensington and Chelsea,None,-0.212924,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:55:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,October,2021
BS0000534,01-11-2021,Sunday,Give way or uncontrolled,Roundabout,Slight,51.497242,Darkness - lights lit,Kensington and Chelsea,None,-0.194593,1,2,Metropolitan Police,Dry,Roundabout,30,31-12-1899 18:55:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,November,2021
BS0000535,24-10-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.515838,Darkness - lights lit,Kensington and Chelsea,None,-0.2051,1,1,Metropolitan Police,Wet or damp,One way street,30,31-12-1899 15:50:00,Urban,Raining no high winds,Motorcycle over 500cc,October,2021
BS0000536,01-11-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.488898,Daylight,Kensington and Chelsea,None,-0.190025,1,1,Metropolitan Police,Wet or damp,One way street,30,31-12-1899 08:30:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,November,2021
BS0000537,03-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482637,Daylight,Kensington and Chelsea,None,-0.186385,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 07:58:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,November,2021
BS0000538,23-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.511036,Daylight,Kensington and Chelsea,None,-0.19693,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:20:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,October,2021
BS0000539,04-11-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.494521,Daylight,Kensington and Chelsea,None,-0.158397,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:25:00,Urban,Fine no high winds,Car,November,2021
BS0000540,02-11-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.503587,Darkness - lights lit,Kensington and Chelsea,None,-0.192037,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:53:00,Urban,Fine no high winds,Car,November,2021
BS0000541,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.526246,Daylight,Kensington and Chelsea,None,-0.215359,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:34:00,Urban,Fine no high winds,Motorcycle over 500cc,November,2021
BS0000542,31-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.510993,Darkness - lights lit,Kensington and Chelsea,None,-0.199958,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:45:00,Urban,Fine no high winds,Car,October,2021
BS0000543,28-10-2021,Wednesday,Auto traffic signal,Roundabout,Slight,51.514915,Darkness - lights lit,Hammersmith and Fulham,None,-0.221279,1,3,Metropolitan Police,Dry,Dual carriageway,50,31-12-1899 17:25:00,Urban,Fine no high winds,Car,October,2021
BS0000544,05-11-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.48342,Darkness - lights lit,Kensington and Chelsea,None,-0.167342,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:10:00,Urban,Fine no high winds,Car,November,2021
BS0000545,31-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.480545,Darkness - lights lit,Kensington and Chelsea,None,-0.184883,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 04:50:00,Urban,Fine no high winds,Car,October,2021
BS0000546,23-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497316,Darkness - lights lit,Kensington and Chelsea,None,-0.164623,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 00:05:00,Urban,Fine no high winds,Car,October,2021
BS0000547,31-10-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.49472,Darkness - lights lit,Kensington and Chelsea,None,-0.182736,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:40:00,Urban,Fine no high winds,Car,October,2021
BS0000548,06-11-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.508884,Daylight,Kensington and Chelsea,None,-0.197303,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 12:20:00,Urban,Fine no high winds,Car,November,2021
BS0000549,06-11-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.492277,Darkness - lights lit,Kensington and Chelsea,None,-0.193349,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 06:33:00,Urban,Fine no high winds,Motorcycle 125cc and under,November,2021
BS0000550,05-11-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.495117,Darkness - lights lit,Kensington and Chelsea,None,-0.1735,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:49:00,Urban,Fine no high winds,Car,November,2021
BS0000551,28-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.497911,Daylight,Kensington and Chelsea,None,-0.179727,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:10:00,Urban,Fine no high winds,Car,October,2021
BS0000552,06-11-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.481993,Darkness - lights lit,Kensington and Chelsea,None,-0.17388,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:47:00,Urban,Raining no high winds,Car,November,2021
BS0000553,31-10-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.517478,Daylight,Kensington and Chelsea,None,-0.206477,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 15:20:00,Urban,Fine no high winds,Car,October,2021
BS0000554,24-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502379,Daylight,Kensington and Chelsea,None,-0.20707,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:30:00,Urban,Fine no high winds,Car,October,2021
BS0000555,06-11-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50186,Darkness - lights lit,Kensington and Chelsea,None,-0.185045,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:24:00,Urban,Raining no high winds,Car,November,2021
BS0000556,10-11-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492839,Daylight,Kensington and Chelsea,None,-0.200674,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 13:02:00,Urban,Fine no high winds,Car,November,2021
BS0000557,05-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.515991,Darkness - lights lit,Kensington and Chelsea,None,-0.203365,1,4,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 23:49:00,Urban,Fine no high winds,Car,November,2021
BS0000558,06-11-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.487281,Daylight,Kensington and Chelsea,None,-0.195995,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:30:00,Urban,Fine no high winds,Car,November,2021
BS0000559,03-11-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.494377,Daylight,Kensington and Chelsea,None,-0.195427,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 08:30:00,Urban,Raining no high winds,Car,November,2021
BS0000560,11-11-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.492747,Darkness - lights lit,Kensington and Chelsea,None,-0.200533,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 23:00:00,Urban,Raining + high winds,Motorcycle over 500cc,November,2021
BS0000561,12-11-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.49296,Darkness - lights lit,Kensington and Chelsea,None,-0.167824,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 17:10:00,Urban,Raining no high winds,Car,November,2021
BS0000562,11-11-2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.495662,Daylight,Kensington and Chelsea,None,-0.17391,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 09:54:00,Urban,Fine no high winds,Car,November,2021
BS0000563,31-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517809,Darkness - lights lit,Kensington and Chelsea,None,-0.2105,1,1,Metropolitan Police,Dry,Single carriageway,40,31-12-1899 03:00:00,Urban,Fine no high winds,Car,October,2021
BS0000564,13-11-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.485617,Daylight,Kensington and Chelsea,None,-0.181369,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:10:00,Urban,Fine no high winds,Car,November,2021
BS0000565,15-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.496779,Darkness - lights lit,Kensington and Chelsea,None,-0.159026,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 23:07:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,November,2021
BS0000566,15-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.497451,Darkness - lights lit,Kensington and Chelsea,None,-0.167499,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 18:50:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,November,2021
BS0000567,12-11-2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.486398,Darkness - lights lit,Kensington and Chelsea,None,-0.150802,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:55:00,Urban,Fine no high winds,Car,November,2021
BS0000568,12-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.496752,Daylight,Kensington and Chelsea,None,-0.168824,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:30:00,Urban,Fine no high winds,Car,November,2021
BS0000569,17-11-2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.515582,Daylight,Kensington and Chelsea,None,-0.205975,1,2,Metropolitan Police,Dry,Roundabout,30,31-12-1899 08:55:00,Urban,Fine no high winds,Car,November,2021
BS0000570,16-11-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491834,Daylight,Kensington and Chelsea,None,-0.159081,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:20:00,Urban,Fine no high winds,Car,November,2021
BS0000571,11-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.485093,Daylight,Kensington and Chelsea,None,-0.182398,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Car,November,2021
BS0000572,23-11-2021,Monday,Auto traffic signal,Crossroads,Slight,51.494902,Darkness - lights lit,Kensington and Chelsea,None,-0.182872,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 02:50:00,Urban,Raining no high winds,Car,November,2021
BS0000573,19-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.493377,Daylight,Kensington and Chelsea,None,-0.194746,1,2,Metropolitan Police,Dry,One way street,30,31-12-1899 09:25:00,Urban,Fine no high winds,Car,November,2021
BS0000574,19-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.523769,Darkness - lights lit,Kensington and Chelsea,None,-0.20623,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:10:00,Urban,Fine no high winds,Agricultural vehicle,November,2021
BS0000575,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.498412,Darkness - lights lit,Kensington and Chelsea,None,-0.165732,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 23:35:00,Urban,Raining no high winds,Motorcycle over 500cc,November,2021
BS0000576,17-11-2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.515799,Daylight,Hammersmith and Fulham,None,-0.220235,1,2,Metropolitan Police,Dry,Roundabout,50,31-12-1899 05:40:00,Urban,Fine no high winds,Car,November,2021
BS0000577,05-11-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.506544,Daylight,Kensington and Chelsea,None,-0.214832,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:20:00,Urban,Fine no high winds,Car,November,2021
BS0000578,16-11-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507047,Daylight,Kensington and Chelsea,None,-0.194782,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:50:00,Urban,Fine no high winds,Car,November,2021
BS0000579,25-11-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,Kensington and Chelsea,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:10:00,Urban,Fine no high winds,Car,November,2021
